Location,Social Category,year,level,gender,drop out rate
Assam,SC,2017-18,primary,girls,2.95
Assam,ST,2017-18,primary,girls,9.36
Assam,OBC,2017-18,primary,girls,7
Assam,Overall,2017-18,primary,girls,8.92
Bihar,General,2017-18,primary,girls,0
Bihar,SC,2017-18,primary,girls,8.58
Bihar,ST,2017-18,primary,girls,0
Bihar,OBC,2017-18,primary,girls,6.26
Bihar,Overall,2017-18,primary,girls,4.87
Chandigarh,General,2017-18,primary,girls,0
Chandigarh,SC,2017-18,primary,girls,0
Chandigarh,ST,2017-18,primary,girls,0
Chandigarh,OBC,2017-18,primary,girls,0
Chandigarh,Overall,2017-18,primary,girls,0
Chhattisgarh,General,2017-18,primary,girls,1.78
Chhattisgarh,SC,2017-18,primary,girls,0.81
Chhattisgarh,ST,2017-18,primary,girls,0.92
Chhattisgarh,OBC,2017-18,primary,girls,2.01
Chhattisgarh,Overall,2017-18,primary,girls,1.46
Dadra & Nagar Haveli,General,2017-18,primary,girls,0
Dadra & Nagar Haveli,SC,2017-18,primary,girls,8.74
Dadra & Nagar Haveli,ST,2017-18,primary,girls,0
Dadra & Nagar Haveli,OBC,2017-18,primary,girls,0
Dadra & Nagar Haveli,Overall,2017-18,primary,girls,0
Daman & Diu,General,2017-18,primary,girls,2.76
Daman & Diu,SC,2017-18,primary,girls,0
Daman & Diu,ST,2017-18,primary,girls,1.08
Daman & Diu,OBC,2017-18,primary,girls,0
Daman & Diu,Overall,2017-18,primary,girls,0.57
Delhi,General,2017-18,primary,girls,0
Delhi,SC,2017-18,primary,girls,1
Delhi,ST,2017-18,primary,girls,0
Delhi,OBC,2017-18,primary,girls,0.85
Delhi,Overall,2017-18,primary,girls,0
Goa,General,2017-18,primary,girls,0
Goa,SC,2017-18,primary,girls,31.73
Goa,ST,2017-18,primary,girls,2.67
Goa,OBC,2017-18,primary,girls,9.74
Goa,Overall,2017-18,primary,girls,0
Gujarat,General,2017-18,primary,girls,0
Gujarat,SC,2017-18,primary,girls,0
Gujarat,ST,2017-18,primary,girls,5.02
Gujarat,OBC,2017-18,primary,girls,2.4
Gujarat,Overall,2017-18,primary,girls,2.08
Haryana,General,2017-18,primary,girls,0
Haryana,SC,2017-18,primary,girls,0
Haryana,ST,2017-18,primary,girls,0
Haryana,OBC,2017-18,primary,girls,0
Haryana,Overall,2017-18,primary,girls,0
Himachal Pradesh,General,2017-18,primary,girls,0
Himachal Pradesh,SC,2017-18,primary,girls,0.7
Himachal Pradesh,ST,2017-18,primary,girls,0
Himachal Pradesh,OBC,2017-18,primary,girls,0
Himachal Pradesh,Overall,2017-18,primary,girls,0
Jammu & Kashmir,General,2017-18,primary,girls,0
Jammu & Kashmir,SC,2017-18,primary,girls,2.51
Jammu & Kashmir,ST,2017-18,primary,girls,6.79
Jammu & Kashmir,OBC,2017-18,primary,girls,13.05
Jammu & Kashmir,Overall,2017-18,primary,girls,2.17
Jharkhand,General,2017-18,primary,girls,0
Jharkhand,SC,2017-18,primary,girls,0
Jharkhand,ST,2017-18,primary,girls,1.54
Jharkhand,OBC,2017-18,primary,girls,0
Jharkhand,Overall,2017-18,primary,girls,0
Karnataka,General,2017-18,primary,girls,6.07
Karnataka,SC,2017-18,primary,girls,1.59
Karnataka,ST,2017-18,primary,girls,1.23
Karnataka,OBC,2017-18,primary,girls,0.23
Karnataka,Overall,2017-18,primary,girls,1.36
Kerala,General,2017-18,primary,girls,1.58
Kerala,SC,2017-18,primary,girls,0
Kerala,ST,2017-18,primary,girls,2.78
Kerala,OBC,2017-18,primary,girls,0
Kerala,Overall,2017-18,primary,girls,0.31
Lakshadweep,General,2017-18,primary,girls,0
Lakshadweep,SC,2017-18,primary,girls,0
Lakshadweep,ST,2017-18,primary,girls,0
Lakshadweep,OBC,2017-18,primary,girls,0
Lakshadweep,Overall,2017-18,primary,girls,0
Madhya Pradesh,General,2017-18,primary,girls,6.28
Madhya Pradesh,SC,2017-18,primary,girls,1.78
Madhya Pradesh,ST,2017-18,primary,girls,3.88
Madhya Pradesh,OBC,2017-18,primary,girls,3.09
Madhya Pradesh,Overall,2017-18,primary,girls,3.55
Maharashtra,General,2017-18,primary,girls,0
Maharashtra,SC,2017-18,primary,girls,0.64
Maharashtra,ST,2017-18,primary,girls,2.62
Maharashtra,OBC,2017-18,primary,girls,0.38
Maharashtra,Overall,2017-18,primary,girls,0.22
Manipur,General,2017-18,primary,girls,1.23
Manipur,SC,2017-18,primary,girls,6.99
Manipur,ST,2017-18,primary,girls,5.33
Manipur,OBC,2017-18,primary,girls,3.11
Manipur,Overall,2017-18,primary,girls,3.85
Meghalaya,General,2017-18,primary,girls,0
Meghalaya,SC,2017-18,primary,girls,10.88
Meghalaya,ST,2017-18,primary,girls,0.83
Meghalaya,OBC,2017-18,primary,girls,12.38
Meghalaya,Overall,2017-18,primary,girls,0.71
Mizoram,General,2017-18,primary,girls,40.42
Mizoram,SC,2017-18,primary,girls,0
Mizoram,ST,2017-18,primary,girls,6.93
Mizoram,OBC,2017-18,primary,girls,0
Mizoram,Overall,2017-18,primary,girls,7.41
Nagaland,General,2017-18,primary,girls,20.37
Nagaland,SC,2017-18,primary,girls,1.19
Nagaland,ST,2017-18,primary,girls,2.93
Nagaland,OBC,2017-18,primary,girls,0
Nagaland,Overall,2017-18,primary,girls,4.28
Odisha,General,2017-18,primary,girls,7.73
Odisha,SC,2017-18,primary,girls,3.71
Odisha,ST,2017-18,primary,girls,9.37
Odisha,OBC,2017-18,primary,girls,2.32
Odisha,Overall,2017-18,primary,girls,5.62
Puducherry,General,2017-18,primary,girls,7.1
Puducherry,SC,2017-18,primary,girls,2.37
Puducherry,ST,2017-18,primary,girls,0
Puducherry,OBC,2017-18,primary,girls,1.53
Puducherry,Overall,2017-18,primary,girls,2.2
Punjab,General,2017-18,primary,girls,4.79
Punjab,SC,2017-18,primary,girls,1.82
Punjab,ST,2017-18,primary,girls,0
Punjab,OBC,2017-18,primary,girls,0
Punjab,Overall,2017-18,primary,girls,2.79
Rajasthan,General,2017-18,primary,girls,3.78
Rajasthan,SC,2017-18,primary,girls,3.53
Rajasthan,ST,2017-18,primary,girls,4.87
Rajasthan,OBC,2017-18,primary,girls,2.94
Rajasthan,Overall,2017-18,primary,girls,3.5
Sikkim,General,2017-18,primary,girls,5.88
Sikkim,SC,2017-18,primary,girls,0
Sikkim,ST,2017-18,primary,girls,0
Sikkim,OBC,2017-18,primary,girls,0
Sikkim,Overall,2017-18,primary,girls,0
Tamilnadu,General,2017-18,primary,girls,0
Tamilnadu,SC,2017-18,primary,girls,9.46
Tamilnadu,ST,2017-18,primary,girls,7.61
Tamilnadu,OBC,2017-18,primary,girls,5.23
Tamilnadu,Overall,2017-18,primary,girls,6.03
Telangana,General,2017-18,primary,girls,0.11
Telangana,SC,2017-18,primary,girls,3.74
Telangana,ST,2017-18,primary,girls,7.7
Telangana,OBC,2017-18,primary,girls,3.03
Telangana,Overall,2017-18,primary,girls,3.06
Tripura,General,2017-18,primary,girls,3.61
Tripura,SC,2017-18,primary,girls,0
Tripura,ST,2017-18,primary,girls,0.62
Tripura,OBC,2017-18,primary,girls,0
Tripura,Overall,2017-18,primary,girls,0.7
Uttarakhand,General,2017-18,primary,girls,0
Uttarakhand,SC,2017-18,primary,girls,4.43
Uttarakhand,ST,2017-18,primary,girls,8.6
Uttarakhand,OBC,2017-18,primary,girls,6.87
Uttarakhand,Overall,2017-18,primary,girls,3.41
Uttar Pradesh,General,2017-18,primary,girls,6.38
Uttar Pradesh,SC,2017-18,primary,girls,9.22
Uttar Pradesh,ST,2017-18,primary,girls,0
Uttar Pradesh,OBC,2017-18,primary,girls,6.45
Uttar Pradesh,Overall,2017-18,primary,girls,7.13
West Bengal,General,2017-18,primary,girls,0
West Bengal,SC,2017-18,primary,girls,0.11
West Bengal,ST,2017-18,primary,girls,1.16
West Bengal,OBC,2017-18,primary,girls,0
West Bengal,Overall,2017-18,primary,girls,0
All India,Overall,2017-18,primary,girls,3.33
Andaman & Nicobar Islands,General,2018-19,primary,girls,2.64
Andaman & Nicobar Islands,SC,2018-19,primary,girls,0
Andaman & Nicobar Islands,ST,2018-19,primary,girls,2.49
Andaman & Nicobar Islands,OBC,2018-19,primary,girls,0
Andaman & Nicobar Islands,Overall,2018-19,primary,girls,1.2
Andhra Pradesh,General,2018-19,primary,girls,0
Andhra Pradesh,SC,2018-19,primary,girls,0
Andhra Pradesh,ST,2018-19,primary,girls,0.23
Andhra Pradesh,OBC,2018-19,primary,girls,0
Andhra Pradesh,Overall,2018-19,primary,girls,0
Arunachal Pradesh,General,2018-19,primary,girls,11.97
Arunachal Pradesh,SC,2018-19,primary,girls,0
Arunachal Pradesh,ST,2018-19,primary,girls,15.27
Arunachal Pradesh,OBC,2018-19,primary,girls,0.63
Arunachal Pradesh,Overall,2018-19,primary,girls,13.09
Assam,General,2018-19,primary,girls,1.04
Assam,SC,2018-19,primary,girls,2.5
Assam,ST,2018-19,primary,girls,3.78
Assam,OBC,2018-19,primary,girls,5.24
Assam,Overall,2018-19,primary,girls,2.63
Bihar,General,2018-19,primary,girls,1.24
Bihar,SC,2018-19,primary,girls,9.68
Bihar,ST,2018-19,primary,girls,2.33
Bihar,OBC,2018-19,primary,girls,7.3
Bihar,Overall,2018-19,primary,girls,6.82
Chandigarh,General,2018-19,primary,girls,0
Chandigarh,SC,2018-19,primary,girls,0
Chandigarh,ST,2018-19,primary,girls,9.09
Chandigarh,OBC,2018-19,primary,girls,0
Chandigarh,Overall,2018-19,primary,girls,0
Chhattisgarh,General,2018-19,primary,girls,3.5
Chhattisgarh,SC,2018-19,primary,girls,2.58
Chhattisgarh,ST,2018-19,primary,girls,7.07
Chhattisgarh,OBC,2018-19,primary,girls,1.14
Chhattisgarh,Overall,2018-19,primary,girls,3.5
Dadra & Nagar Haveli,General,2018-19,primary,girls,0
Dadra & Nagar Haveli,SC,2018-19,primary,girls,0
Dadra & Nagar Haveli,ST,2018-19,primary,girls,0.05
Dadra & Nagar Haveli,OBC,2018-19,primary,girls,10.81
Dadra & Nagar Haveli,Overall,2018-19,primary,girls,0.02
Daman & Diu,General,2018-19,primary,girls,0
Daman & Diu,SC,2018-19,primary,girls,7.58
Daman & Diu,ST,2018-19,primary,girls,2.6
Daman & Diu,OBC,2018-19,primary,girls,5.49
Daman & Diu,Overall,2018-19,primary,girls,0.33
Delhi,General,2018-19,primary,girls,0
Delhi,SC,2018-19,primary,girls,0
Delhi,ST,2018-19,primary,girls,0
Delhi,OBC,2018-19,primary,girls,5.89
Delhi,Overall,2018-19,primary,girls,0
Goa,General,2018-19,primary,girls,3.83
Goa,SC,2018-19,primary,girls,0
Goa,ST,2018-19,primary,girls,0
Goa,OBC,2018-19,primary,girls,0
Goa,Overall,2018-19,primary,girls,1.42
Gujarat,General,2018-19,primary,girls,0
Gujarat,SC,2018-19,primary,girls,7.05
Gujarat,ST,2018-19,primary,girls,3.13
Gujarat,OBC,2018-19,primary,girls,4.19
Gujarat,Overall,2018-19,primary,girls,1.9
Haryana,General,2018-19,primary,girls,0
Haryana,SC,2018-19,primary,girls,0.29
Haryana,ST,2018-19,primary,girls,0
Haryana,OBC,2018-19,primary,girls,1.65
Haryana,Overall,2018-19,primary,girls,0
Himachal Pradesh,General,2018-19,primary,girls,0.32
Himachal Pradesh,SC,2018-19,primary,girls,0.9
Himachal Pradesh,ST,2018-19,primary,girls,0
Himachal Pradesh,OBC,2018-19,primary,girls,1.27
Himachal Pradesh,Overall,2018-19,primary,girls,0.49
Jammu & Kashmir,General,2018-19,primary,girls,3.32
Jammu & Kashmir,SC,2018-19,primary,girls,5.13
Jammu & Kashmir,ST,2018-19,primary,girls,11.56
Jammu & Kashmir,OBC,2018-19,primary,girls,26.89
Jammu & Kashmir,Overall,2018-19,primary,girls,6.92
Jharkhand,General,2018-19,primary,girls,0
Jharkhand,SC,2018-19,primary,girls,5.53
Jharkhand,ST,2018-19,primary,girls,7.04
Jharkhand,OBC,2018-19,primary,girls,4.55
Jharkhand,Overall,2018-19,primary,girls,4.6
Karnataka,General,2018-19,primary,girls,2.49
Karnataka,SC,2018-19,primary,girls,0
Karnataka,ST,2018-19,primary,girls,0.25
Karnataka,OBC,2018-19,primary,girls,0
Karnataka,Overall,2018-19,primary,girls,0
Kerala,General,2018-19,primary,girls,0
Kerala,SC,2018-19,primary,girls,0.46
Kerala,ST,2018-19,primary,girls,0
Kerala,OBC,2018-19,primary,girls,0.66
Kerala,Overall,2018-19,primary,girls,0
Lakshadweep,General,2018-19,primary,girls,46.15
Lakshadweep,SC,2018-19,primary,girls,0
Lakshadweep,ST,2018-19,primary,girls,0
Lakshadweep,OBC,2018-19,primary,girls,0
Lakshadweep,Overall,2018-19,primary,girls,0
Madhya Pradesh,General,2018-19,primary,girls,4.98
Madhya Pradesh,SC,2018-19,primary,girls,3.8
Madhya Pradesh,ST,2018-19,primary,girls,4.38
Madhya Pradesh,OBC,2018-19,primary,girls,1.2
Madhya Pradesh,Overall,2018-19,primary,girls,3.02
Maharashtra,General,2018-19,primary,girls,0.11
Maharashtra,SC,2018-19,primary,girls,0.78
Maharashtra,ST,2018-19,primary,girls,0.89
Maharashtra,OBC,2018-19,primary,girls,2.42
Maharashtra,Overall,2018-19,primary,girls,1.06
Manipur,General,2018-19,primary,girls,0.7
Manipur,SC,2018-19,primary,girls,2.31
Manipur,ST,2018-19,primary,girls,5.76
Manipur,OBC,2018-19,primary,girls,7.97
Manipur,Overall,2018-19,primary,girls,5.11
Meghalaya,General,2018-19,primary,girls,14.71
Meghalaya,SC,2018-19,primary,girls,0
Meghalaya,ST,2018-19,primary,girls,15.76
Meghalaya,OBC,2018-19,primary,girls,15.47
Meghalaya,Overall,2018-19,primary,girls,15.29
Mizoram,General,2018-19,primary,girls,27.54
Mizoram,SC,2018-19,primary,girls,0
Mizoram,ST,2018-19,primary,girls,7.28
Mizoram,OBC,2018-19,primary,girls,0
Mizoram,Overall,2018-19,primary,girls,7.05
Nagaland,General,2018-19,primary,girls,0
Nagaland,SC,2018-19,primary,girls,23.39
Nagaland,ST,2018-19,primary,girls,11.52
Nagaland,OBC,2018-19,primary,girls,37.26
Nagaland,Overall,2018-19,primary,girls,11.23
Odisha,General,2018-19,primary,girls,4.97
Odisha,SC,2018-19,primary,girls,2.73
Odisha,ST,2018-19,primary,girls,5.49
Odisha,OBC,2018-19,primary,girls,2.67
Odisha,Overall,2018-19,primary,girls,3.89
Puducherry,General,2018-19,primary,girls,7.04
Puducherry,SC,2018-19,primary,girls,0
Puducherry,ST,2018-19,primary,girls,27.41
Puducherry,OBC,2018-19,primary,girls,0
Puducherry,Overall,2018-19,primary,girls,0
Punjab,General,2018-19,primary,girls,1.12
Punjab,SC,2018-19,primary,girls,2.17
Punjab,ST,2018-19,primary,girls,10
Punjab,OBC,2018-19,primary,girls,0
Punjab,Overall,2018-19,primary,girls,1.33
Rajasthan,General,2018-19,primary,girls,6.1
Rajasthan,SC,2018-19,primary,girls,5.33
Rajasthan,ST,2018-19,primary,girls,6.58
Rajasthan,OBC,2018-19,primary,girls,3.63
Rajasthan,Overall,2018-19,primary,girls,4.84
Sikkim,General,2018-19,primary,girls,4.03
Sikkim,SC,2018-19,primary,girls,3.13
Sikkim,ST,2018-19,primary,girls,1.93
Sikkim,OBC,2018-19,primary,girls,7.55
Sikkim,Overall,2018-19,primary,girls,4.59
Tamilnadu,General,2018-19,primary,girls,4.39
Tamilnadu,SC,2018-19,primary,girls,1.74
Tamilnadu,ST,2018-19,primary,girls,6.5
Tamilnadu,OBC,2018-19,primary,girls,1.29
Tamilnadu,Overall,2018-19,primary,girls,1.6
Telangana,General,2018-19,primary,girls,0
Telangana,SC,2018-19,primary,girls,0.6
Telangana,ST,2018-19,primary,girls,6.25
Telangana,OBC,2018-19,primary,girls,3.71
Telangana,Overall,2018-19,primary,girls,2.07
Tripura,General,2018-19,primary,girls,0.77
Tripura,SC,2018-19,primary,girls,1.58
Tripura,ST,2018-19,primary,girls,4.22
Tripura,OBC,2018-19,primary,girls,2.19
Tripura,Overall,2018-19,primary,girls,2.52
Uttarakhand,General,2018-19,primary,girls,0.15
Uttarakhand,SC,2018-19,primary,girls,4.39
Uttarakhand,ST,2018-19,primary,girls,3.93
Uttarakhand,OBC,2018-19,primary,girls,7.48
Uttarakhand,Overall,2018-19,primary,girls,3.51
Uttar Pradesh,General,2018-19,primary,girls,17.22
Uttar Pradesh,SC,2018-19,primary,girls,8.08
Uttar Pradesh,ST,2018-19,primary,girls,0.26
Uttar Pradesh,OBC,2018-19,primary,girls,8.35
Uttar Pradesh,Overall,2018-19,primary,girls,9.92
West Bengal,General,2018-19,primary,girls,4.72
West Bengal,SC,2018-19,primary,girls,4.16
West Bengal,ST,2018-19,primary,girls,5.94
West Bengal,OBC,2018-19,primary,girls,0
West Bengal,Overall,2018-19,primary,girls,2.88
All India,Overall,2018-19,primary,girls,4.3
Andaman & Nicobar Islands,General,2019-20,primary,girls,0
Andaman & Nicobar Islands,SC,2019-20,primary,girls,97.06
Andaman & Nicobar Islands,ST,2019-20,primary,girls,1.09
Andaman & Nicobar Islands,OBC,2019-20,primary,girls,0
Andaman & Nicobar Islands,Overall,2019-20,primary,girls,0.31
Andhra Pradesh,General,2019-20,primary,girls,0
Andhra Pradesh,SC,2019-20,primary,girls,0
Andhra Pradesh,ST,2019-20,primary,girls,0
Andhra Pradesh,OBC,2019-20,primary,girls,0
Andhra Pradesh,Overall,2019-20,primary,girls,0
Arunachal Pradesh,General,2019-20,primary,girls,3.7
Arunachal Pradesh,SC,2019-20,primary,girls,7.33
Arunachal Pradesh,ST,2019-20,primary,girls,4.63
Arunachal Pradesh,OBC,2019-20,primary,girls,11.47
Arunachal Pradesh,Overall,2019-20,primary,girls,4.63
Assam,General,2019-20,primary,girls,3.15
Assam,SC,2019-20,primary,girls,3.06
Assam,ST,2019-20,primary,girls,5.02
Assam,OBC,2019-20,primary,girls,3.81
Assam,Overall,2019-20,primary,girls,3.55
Bihar,General,2019-20,primary,girls,3.84
Bihar,SC,2019-20,primary,girls,1.34
Bihar,ST,2019-20,primary,girls,9.1
Bihar,OBC,2019-20,primary,girls,0.69
Bihar,Overall,2019-20,primary,girls,1.52
Chandigarh,General,2019-20,primary,girls,0
Chandigarh,SC,2019-20,primary,girls,0
Chandigarh,ST,2019-20,primary,girls,0
Chandigarh,OBC,2019-20,primary,girls,0
Chandigarh,Overall,2019-20,primary,girls,0
Chhattisgarh,General,2019-20,primary,girls,0
Chhattisgarh,SC,2019-20,primary,girls,0
Chhattisgarh,ST,2019-20,primary,girls,2.79
Chhattisgarh,OBC,2019-20,primary,girls,0.1
Chhattisgarh,Overall,2019-20,primary,girls,0.64
Dadra & Nagar Haveli,General,2019-20,primary,girls,0
Dadra & Nagar Haveli,SC,2019-20,primary,girls,0
Dadra & Nagar Haveli,ST,2019-20,primary,girls,0.49
Dadra & Nagar Haveli,OBC,2019-20,primary,girls,0
Dadra & Nagar Haveli,Overall,2019-20,primary,girls,0
Daman & Diu,General,2019-20,primary,girls,0.37
Daman & Diu,SC,2019-20,primary,girls,0
Daman & Diu,ST,2019-20,primary,girls,1.51
Daman & Diu,OBC,2019-20,primary,girls,0
Daman & Diu,Overall,2019-20,primary,girls,0.23
Delhi,General,2019-20,primary,girls,0
Delhi,SC,2019-20,primary,girls,0
Delhi,ST,2019-20,primary,girls,5.31
Delhi,OBC,2019-20,primary,girls,0
Delhi,Overall,2019-20,primary,girls,0
Goa,General,2019-20,primary,girls,1.45
Goa,SC,2019-20,primary,girls,0
Goa,ST,2019-20,primary,girls,0
Goa,OBC,2019-20,primary,girls,0
Goa,Overall,2019-20,primary,girls,0.22
Gujarat,General,2019-20,primary,girls,1.21
Gujarat,SC,2019-20,primary,girls,0
Gujarat,ST,2019-20,primary,girls,2.32
Gujarat,OBC,2019-20,primary,girls,0.35
Gujarat,Overall,2019-20,primary,girls,0.88
Haryana,General,2019-20,primary,girls,0
Haryana,SC,2019-20,primary,girls,0
Haryana,ST,2019-20,primary,girls,0
Haryana,OBC,2019-20,primary,girls,0
Haryana,Overall,2019-20,primary,girls,0
Himachal Pradesh,General,2019-20,primary,girls,1.32
Himachal Pradesh,SC,2019-20,primary,girls,0.68
Himachal Pradesh,ST,2019-20,primary,girls,0
Himachal Pradesh,OBC,2019-20,primary,girls,0
Himachal Pradesh,Overall,2019-20,primary,girls,0.78
Jammu & Kashmir,General,2019-20,primary,girls,2.45
Jammu & Kashmir,SC,2019-20,primary,girls,3.71
Jammu & Kashmir,ST,2019-20,primary,girls,19.2
Jammu & Kashmir,OBC,2019-20,primary,girls,10.48
Jammu & Kashmir,Overall,2019-20,primary,girls,5.96
Jharkhand,General,2019-20,primary,girls,10.03
Jharkhand,SC,2019-20,primary,girls,9.65
Jharkhand,ST,2019-20,primary,girls,5.63
Jharkhand,OBC,2019-20,primary,girls,2.46
Jharkhand,Overall,2019-20,primary,girls,5.25
Karnataka,General,2019-20,primary,girls,4.76
Karnataka,SC,2019-20,primary,girls,0.73
Karnataka,ST,2019-20,primary,girls,0.85
Karnataka,OBC,2019-20,primary,girls,0.19
Karnataka,Overall,2019-20,primary,girls,0.89
Kerala,General,2019-20,primary,girls,1.41
Kerala,SC,2019-20,primary,girls,0
Kerala,ST,2019-20,primary,girls,6.54
Kerala,OBC,2019-20,primary,girls,0
Kerala,Overall,2019-20,primary,girls,0
Ladakh,General,2019-20,primary,girls,0
Ladakh,SC,2019-20,primary,girls,0
Ladakh,ST,2019-20,primary,girls,0
Ladakh,OBC,2019-20,primary,girls,0
Ladakh,Overall,2019-20,primary,girls,0
Lakshadweep,General,2019-20,primary,girls,0
Lakshadweep,SC,2019-20,primary,girls,0
Lakshadweep,ST,2019-20,primary,girls,0
Lakshadweep,OBC,2019-20,primary,girls,4.76
Lakshadweep,Overall,2019-20,primary,girls,0
Madhya Pradesh,General,2019-20,primary,girls,0
Madhya Pradesh,SC,2019-20,primary,girls,2.22
Madhya Pradesh,ST,2019-20,primary,girls,3.69
Madhya Pradesh,OBC,2019-20,primary,girls,0.27
Madhya Pradesh,Overall,2019-20,primary,girls,0.7
Maharashtra,General,2019-20,primary,girls,0
Maharashtra,SC,2019-20,primary,girls,0
Maharashtra,ST,2019-20,primary,girls,0
Maharashtra,OBC,2019-20,primary,girls,0.76
Maharashtra,Overall,2019-20,primary,girls,0.05
Manipur,General,2019-20,primary,girls,5.55
Manipur,SC,2019-20,primary,girls,5.14
Manipur,ST,2019-20,primary,girls,13.89
Manipur,OBC,2019-20,primary,girls,3.33
Manipur,Overall,2019-20,primary,girls,8.72
Meghalaya,General,2019-20,primary,girls,1.89
Meghalaya,SC,2019-20,primary,girls,6.08
Meghalaya,ST,2019-20,primary,girls,6.52
Meghalaya,OBC,2019-20,primary,girls,0
Meghalaya,Overall,2019-20,primary,girls,6.12
Mizoram,General,2019-20,primary,girls,12.31
Mizoram,SC,2019-20,primary,girls,0
Mizoram,ST,2019-20,primary,girls,7.6
Mizoram,OBC,2019-20,primary,girls,60.2
Mizoram,Overall,2019-20,primary,girls,7.58
Nagaland,General,2019-20,primary,girls,18.36
Nagaland,SC,2019-20,primary,girls,0
Nagaland,ST,2019-20,primary,girls,2.76
Nagaland,OBC,2019-20,primary,girls,0
Nagaland,Overall,2019-20,primary,girls,3.51
Odisha,General,2019-20,primary,girls,0
Odisha,SC,2019-20,primary,girls,0.73
